_query_id,query
q41136,gift take time mouth blind bone life carve spectrum fall heart race star divinity home wreck stairs
q41137,wouldn thing move say body pile dirt soul metaphor
q41138,worse eye look fear heaven heaven heaven want want
q41139,time time
q41140,deserve live look tell high anymore hate hard time think sleep life type thing think know
q41141,blocker science drop knowledge go college main street flush know think swag like chinese morals thing
q41142,cause mind right cause mind right cause
q41143,dododododo dododow right cause mind right cause
q41144,settle score ready face floor cause time remember tonight fight
q41145,tonight fight fight life hide step step second round go
q41146,commit remedy bid start sell hand ready withdrawal want save crave confidence fade calm
q41147,go like prayer deliver swear need lead salvation right denomination lie hand pocketbook demand
q41148,rain feel hand welcome weight surrender comfort rope burden windowless room water fuck
q41149,windowless room water fuck prayer rain pray rust damn wait face arm open
q41150,soak bone forgive pitiful
q41151,frame minor world time
q41152,ladies gentleman time party spectacular look crowd tonight ladies come lovely
q41153,time gimme gimme come drinky time time bread company play music
q41154,wolves know history fade sympathy
q41155,ghost virtue disagree gift good
q41156,break tell angels dare dwell dance voice
q41157,bury feet underground live second time heart
q41158,song glow light dearest things
q41159,make lonely winter long breathless
q41160,good lovers thrill
q41161,like people good
q41162,raise settle long protect secret safe fell fell apart want hurt want
q41163,cry crook heart want hurt think breathe satisfy sigh relief terrible thing
q41164,break mirror wall reflection wicked ways understand intoxicate weaken rust scissor drawer pull closer
q41165,destruction synergy double vision devotion junk information remedy double vision triple tension trickery total
q41166,cast fear doubt apathetic interaction distraction
q41167,urgency sunset tree apathetic interaction distraction
q41168,killer mask want truth couldn handle task rigorous face give evil cause look
q41169,bug crazy dust embalm fluid drip nose hole stapleton nigga catch wear gold
q41170,watch finally feel warm time speak time forgive betray think life deserve anthem think
q41171,distance days wouldn recognize mess life
q41172,carazu nimupatu livurazu nimupatu think defy sinister silence
q41173,jump abandon misery mercilessly weight wing free leap
q41174,like leave time dream leave place crazy surround wrap legs breathe breathe lead
q41175,bath light remind night lay garden trust sweep away nothin leave helpless fool
q41176,tomorrow today return start time start
q41177,start think everlasting start waste silent
q41178,lack common sense like fuckin commas
q41179,steady keepin hand care category talkin
q41180,bullshit take piece shit heretic suck life
q41181,look feel good resist feel great talk
q41182,rewind circle end pretend leave hopeful undistilled intention unfulfilled destroy
q41183,leave resist repute protect undisputed behold insufficiency wistfully behold demolition
q41184,line learn failure wreckage enlighten unafraid
q41185,change pride exist friend live alive
q41186,carry away make mistake know limit push yeah push good
q41187,break breathe forget pick fall play nice play kick learn
q41188,sound jealousies scream wait light know mean scary monsters
q41189,killer walk open strange doors close begin wail jealousies
q41190,endlessly fall like photograph age fade crack slowly break slowly
q41191,breathe choices define worlds collide worlds collide worlds collide worlds
q41192,eye like pisces weak lock inside heart
q41193,advice complaint forever debt priceless advice forever
q41194,mind shit kneedeep shit kneedeep shit kneedeep shit
q41195,kneedeep
q41196,grave head outro
q41197,tenor saxophone kamasi
q41198,live voice silent past
q41199,chop block soul sand work lose land
q41200,insult place country proud heritagethe heritage meltingpot equal fight nation people bar account race fight die americathere white color
q41201,sign foxholes graveyards battle surely years emancipation necessary american citizen demonstrate streets opportunity stop hotel lunch counter department store
q41202,remember love surrender trouble
q41203,reach finals days surrender
q41204,feel feather rush past build ladder build build
q41205,release ripple sweet fate death grip mask cover
q41206,straighten right divin divin
q41207,straighten right straighten right
q41208,thoughts tell like oldtime movie bout ghost wishin castle dark
q41209,real think know go wrong feel go read mind tale
q41210,world speak calm hand reach throat eye grow good news choke
q41211,starve choke kill heresy tell truth world speak calm hand reach
q41212,come home hard work wait care world smile awaitin kitchen
q41213,curtain hangin window evenin friday night little light ashinin window
q41214,think come thing mind long
q41215,long time long time
q41216,think count sheep
q41217,small hours morning
q41218,best lyricist underground smooth educate adequate accurate average backpack high school dropout please meet
q41219,murk boom cool jazz curtain open grand grams make grands shake hand president underground
q41220,feelin feelin heartbeat feelin
q41221,midnight midnight midnight midnight
q41222,saxophone kamasi piano
q41223,solo piano grave
q41224,linger till dear say sweet dream till sunbeams sweet
q41225,star shin bright night breeze whisper bird sing sycamore
q41226,chumpy girls fight boogie
q41227,justify mouth go money
q41228,ship cold warm light inside darkness need yeah
q41229,magic feel lifetime bear cross throw toss release
q41230,yeah face harmless
q41231,head
q41232,whip pitch gotta undercover club live stone cold face knock
q41233,trap walk rocket beat breath beat beat beat beat beat
q41234,phoenix die wing burn sink earth
q41235,colour weep tapestries leave sullen imagery
q41236,cherokee dream summertime
q41237,brave indian warrior
q41238,follow follow drop drop drop swing solo drop drop drop
q41239,drop swing solo heat doubt hour white ocher shower howl
q41240,tattoo people like head look like fight like fight
q41241,like kiss sweet fight like fight like kiss sweet
q41242,hell heaven gonna sing knees begin knees begin
q41243,bind sick heaven soul heaven gonna sing knees
q41244,courage shoot stone flare cold undercoat bare apple head swift courage shoot
q41245,bare apple head swift courage shoot stone flare cold undercoat bare apple
q41246,brawl till loose cannon squeeze drip gipper gyp strippers foamposite mask
q41247,overtime jerk warn dance play wall like handball till pant fall
q41248,step eternity life live enslave treachery hell high water bring
q41249,think wonder days stand moment sick drift feet rest reoppress
q41250,come like hurricane time come fight game unstoppable undefeated leash cage animal
q41251,undefeated hand neck foot close bleed fade fast leave dead rise need
q41252,weather combat force eternal atari sight atari sight
q41253,sight atari sight atari sight atari sight atari
q41254,hear whisper breeze long take time
q41255,stop listen feel come slowly sugar
q41256,raekwon
q41257,ghost tell abduct
q41258,baby
q41259,awake count days wish dream away baby
q41260,world live political lie corporate decisions away
q41261,black look lose souls souls black control
q41262,staple feel feat
q41263,feat jarina feat
q41264,wonder walk flower make high float like blue
q41265,mind walk meadows mind walk meadows mind bath
q41266,try tell world bring save ones help give need
q41267,matter fall break give invincible know give need give
q41268,ghost ugly host believe choose live free take second warn say
q41269,want romance deep want leave hide game roll dice hopeless glance
q41270,ritual ravenous cold stare habitual send message
q41271,forever
q41272,reside question confide admit crime feel lose lock jail cell mind understand situation feel lose lock jail cell
q41273,lose lock jail cell mind understand situation freedom visions speed live supersede defeat like teacher speak wisdom business
q41274,lotus radiate luminescent light people life begin feel dead
